LETO,DRŽAVA,SPOL,STAROST,INDIKATOR,VREDNOST
2012,Nemčija,moški,55-64,Sekundarna(3-4),65.8
2012,Nemčija,moški,55-64,Terciarna(5-8),79
2013,Nemčija,moški,55-64,Primarna(0-2),54.2
2013,Nemčija,moški,55-64,Sekundarna(3-4),67.2
2013,Nemčija,moški,55-64,Terciarna(5-8),79.9
2014,Nemčija,moški,55-64,Primarna(0-2),55.5
2014,Nemčija,moški,55-64,Sekundarna(3-4),68.9
2014,Nemčija,moški,55-64,Terciarna(5-8),80.9
2015,Nemčija,moški,55-64,Primarna(0-2),54.6
2015,Nemčija,moški,55-64,Sekundarna(3-4),69
2015,Nemčija,moški,55-64,Terciarna(5-8),81.3
2016,Nemčija,moški,55-64,Primarna(0-2),59.9
2016,Nemčija,moški,55-64,Sekundarna(3-4),71
2016,Nemčija,moški,55-64,Terciarna(5-8),83.2
2016,Nemčija,moški,55-64,Brez odgovora,63.5
2017,Nemčija,moški,55-64,Primarna(0-2),60
2017,Nemčija,moški,55-64,Sekundarna(3-4),72.8
2017,Nemčija,moški,55-64,Terciarna(5-8),84.4
2017,Nemčija,moški,55-64,Brez odgovora,61.6
2018,Nemčija,moški,55-64,Primarna(0-2),61.3
2018,Nemčija,moški,55-64,Sekundarna(3-4),74.1
2018,Nemčija,moški,55-64,Terciarna(5-8),85.1
2018,Nemčija,moški,55-64,Brez odgovora,78.1
2019,Nemčija,moški,55-64,Primarna(0-2),61.4
2019,Nemčija,moški,55-64,Sekundarna(3-4),75.2
2019,Nemčija,moški,55-64,Terciarna(5-8),86
2019,Nemčija,moški,55-64,Brez odgovora,72.1
2011,Estonija,moški,55-64,Primarna(0-2),37.9
2011,Estonija,moški,55-64,Sekundarna(3-4),58.5
2011,Estonija,moški,55-64,Terciarna(5-8),64.4
2012,Estonija,moški,55-64,Primarna(0-2),35
2012,Estonija,moški,55-64,Sekundarna(3-4),58.9
2012,Estonija,moški,55-64,Terciarna(5-8),70.8
2013,Estonija,moški,55-64,Primarna(0-2),42.2
2013,Estonija,moški,55-64,Sekundarna(3-4),58.9
2013,Estonija,moški,55-64,Terciarna(5-8),74.1
2014,Estonija,moški,55-64,Primarna(0-2),48.3
2014,Estonija,moški,55-64,Sekundarna(3-4),62.4
2014,Estonija,moški,55-64,Terciarna(5-8),80.9
2015,Estonija,moški,55-64,Primarna(0-2),41.3
2015,Estonija,moški,55-64,Sekundarna(3-4),61.6
2015,Estonija,moški,55-64,Terciarna(5-8),79.3
2016,Estonija,moški,55-64,Primarna(0-2),47.1
2016,Estonija,moški,55-64,Sekundarna(3-4),61.9
2016,Estonija,moški,55-64,Terciarna(5-8),78.2
2017,Estonija,moški,55-64,Primarna(0-2),39.9
2017,Estonija,moški,55-64,Sekundarna(3-4),67.3
2017,Estonija,moški,55-64,Terciarna(5-8),78.9
2018,Estonija,moški,55-64,Primarna(0-2),34.1
2018,Estonija,moški,55-64,Sekundarna(3-4),66.8
2018,Estonija,moški,55-64,Terciarna(5-8),80
2019,Estonija,moški,55-64,Primarna(0-2),45.7
2019,Estonija,moški,55-64,Sekundarna(3-4),67.9
2019,Estonija,moški,55-64,Terciarna(5-8),81.9
2011,Irska,moški,55-64,Primarna(0-2),49.6
2011,Irska,moški,55-64,Sekundarna(3-4),60.6
2011,Irska,moški,55-64,Terciarna(5-8),68
2011,Irska,moški,55-64,Brez odgovora,55.5
2012,Irska,moški,55-64,Primarna(0-2),46.7
2012,Irska,moški,55-64,Sekundarna(3-4),62
2012,Irska,moški,55-64,Terciarna(5-8),65.2
2013,Irska,moški,55-64,Primarna(0-2),51.3
2013,Irska,moški,55-64,Sekundarna(3-4),62.8
2013,Irska,moški,55-64,Terciarna(5-8),66.9
2013,Irska,moški,55-64,Brez odgovora,60.4
2014,Irska,moški,55-64,Primarna(0-2),53.1
2014,Irska,moški,55-64,Sekundarna(3-4),64.9
2014,Irska,moški,55-64,Terciarna(5-8),68
2014,Irska,moški,55-64,Brez odgovora,59.9
2015,Irska,moški,55-64,Primarna(0-2),58.7
2015,Irska,moški,55-64,Sekundarna(3-4),66.6
2015,Irska,moški,55-64,Terciarna(5-8),70.9
2015,Irska,moški,55-64,Brez odgovora,55.6
2016,Irska,moški,55-64,Primarna(0-2),59.6
2016,Irska,moški,55-64,Sekundarna(3-4),66.1
2016,Irska,moški,55-64,Terciarna(5-8),71.2
2016,Irska,moški,55-64,Brez odgovora,64.5
2017,Irska,moški,55-64,Primarna(0-2),58.5
2017,Irska,moški,55-64,Sekundarna(3-4),68.7
2017,Irska,moški,55-64,Terciarna(5-8),74.7
2017,Irska,moški,55-64,Brez odgovora,67.3
2018,Irska,moški,55-64,Primarna(0-2),59.6
2018,Irska,moški,55-64,Sekundarna(3-4),71.3
2018,Irska,moški,55-64,Terciarna(5-8),76.9
2018,Irska,moški,55-64,Brez odgovora,63
2019,Irska,moški,55-64,Primarna(0-2),61.9
2019,Irska,moški,55-64,Sekundarna(3-4),72.6
2019,Irska,moški,55-64,Terciarna(5-8),75.9
2019,Irska,moški,55-64,Brez odgovora,73.2
2011,Grčija,moški,55-64,Primarna(0-2),50.8
2011,Grčija,moški,55-64,Sekundarna(3-4),48.2
2011,Grčija,moški,55-64,Terciarna(5-8),61
2012,Grčija,moški,55-64,Primarna(0-2),44.5
2012,Grčija,moški,55-64,Sekundarna(3-4),44.3
2012,Grčija,moški,55-64,Terciarna(5-8),58.4
2013,Grčija,moški,55-64,Primarna(0-2),42.7
2013,Grčija,moški,55-64,Sekundarna(3-4),39.7
2013,Grčija,moški,55-64,Terciarna(5-8),58.8
2014,Grčija,moški,55-64,Primarna(0-2),41.4
2014,Grčija,moški,55-64,Sekundarna(3-4),39.5
2014,Grčija,moški,55-64,Terciarna(5-8),53.3
2015,Grčija,moški,55-64,Primarna(0-2),43.5
2015,Grčija,moški,55-64,Sekundarna(3-4),40.8
2015,Grčija,moški,55-64,Terciarna(5-8),52.3
2016,Grčija,moški,55-64,Primarna(0-2),43.8
2016,Grčija,moški,55-64,Sekundarna(3-4),43.5
2016,Grčija,moški,55-64,Terciarna(5-8),53.9
2017,Grčija,moški,55-64,Primarna(0-2),46
2017,Grčija,moški,55-64,Sekundarna(3-4),48
2017,Grčija,moški,55-64,Terciarna(5-8),57.4
2018,Grčija,moški,55-64,Primarna(0-2),49.9
2018,Grčija,moški,55-64,Sekundarna(3-4),52.1
2018,Grčija,moški,55-64,Terciarna(5-8),60.7
2019,Grčija,moški,55-64,Primarna(0-2),52.6
2019,Grčija,moški,55-64,Sekundarna(3-4),54.5
2019,Grčija,moški,55-64,Terciarna(5-8),63.4
2011,Španija,moški,55-64,Primarna(0-2),47.9
2011,Španija,moški,55-64,Sekundarna(3-4),59.1
2011,Španija,moški,55-64,Terciarna(5-8),66.5
2012,Španija,moški,55-64,Primarna(0-2),45.2
2012,Španija,moški,55-64,Sekundarna(3-4),58.8
2012,Španija,moški,55-64,Terciarna(5-8),66
2013,Španija,moški,55-64,Primarna(0-2),43.1
2013,Španija,moški,55-64,Sekundarna(3-4),55.7
2013,Španija,moški,55-64,Terciarna(5-8),65.4
2014,Španija,moški,55-64,Primarna(0-2),43.3
2014,Španija,moški,55-64,Sekundarna(3-4),57.2
2014,Španija,moški,55-64,Terciarna(5-8),65.2
2015,Španija,moški,55-64,Primarna(0-2),45.6
2015,Španija,moški,55-64,Sekundarna(3-4),60.5
2015,Španija,moški,55-64,Terciarna(5-8),67.6
2016,Španija,moški,55-64,Primarna(0-2),47.8
2016,Španija,moški,55-64,Sekundarna(3-4),61.3
2016,Španija,moški,55-64,Terciarna(5-8),69
2017,Španija,moški,55-64,Primarna(0-2),50.1
2017,Španija,moški,55-64,Sekundarna(3-4),61.5
2017,Španija,moški,55-64,Terciarna(5-8),71.2
2018,Španija,moški,55-64,Primarna(0-2),52.5
2018,Španija,moški,55-64,Sekundarna(3-4),62.8
2018,Španija,moški,55-64,Terciarna(5-8),72.2
2019,Španija,moški,55-64,Primarna(0-2),53.2
2019,Španija,moški,55-64,Sekundarna(3-4),65.5
2019,Španija,moški,55-64,Terciarna(5-8),72.4
2011,Francija,moški,55-64,Primarna(0-2),35.2
2011,Francija,moški,55-64,Sekundarna(3-4),43.4
2011,Francija,moški,55-64,Terciarna(5-8),63.1
2012,Francija,moški,55-64,Primarna(0-2),38
2012,Francija,moški,55-64,Sekundarna(3-4),46.5
2012,Francija,moški,55-64,Terciarna(5-8),67.5
2013,Francija,moški,55-64,Primarna(0-2),39.7
2013,Francija,moški,55-64,Sekundarna(3-4),46.9
2013,Francija,moški,55-64,Terciarna(5-8),66.2
2013,Francija,moški,55-64,Brez odgovora,55.9
2014,Francija,moški,55-64,Primarna(0-2),39.3
2014,Francija,moški,55-64,Sekundarna(3-4),47.8
2014,Francija,moški,55-64,Terciarna(5-8),64.9
2014,Francija,moški,55-64,Brez odgovora,57.3
2015,Francija,moški,55-64,Primarna(0-2),39.4
2015,Francija,moški,55-64,Sekundarna(3-4),49.6
2015,Francija,moški,55-64,Terciarna(5-8),69.1
2015,Francija,moški,55-64,Brez odgovora,58.6
2016,Francija,moški,55-64,Primarna(0-2),40.2
2016,Francija,moški,55-64,Sekundarna(3-4),51
2016,Francija,moški,55-64,Terciarna(5-8),69.1
2016,Francija,moški,55-64,Brez odgovora,54.9
2017,Francija,moški,55-64,Primarna(0-2),42.4
2017,Francija,moški,55-64,Sekundarna(3-4),51.7
2017,Francija,moški,55-64,Terciarna(5-8),69
2017,Francija,moški,55-64,Brez odgovora,50.8
2018,Francija,moški,55-64,Primarna(0-2),43.5
2018,Francija,moški,55-64,Sekundarna(3-4),52.1
2018,Francija,moški,55-64,Terciarna(5-8),72
2018,Francija,moški,55-64,Brez odgovora,61.5
2019,Francija,moški,55-64,Primarna(0-2),43.8
2019,Francija,moški,55-64,Sekundarna(3-4),54.4
2019,Francija,moški,55-64,Terciarna(5-8),70.8
2011,Hrvaška,moški,55-64,Primarna(0-2),45.9
2011,Hrvaška,moški,55-64,Sekundarna(3-4),47.8
2011,Hrvaška,moški,55-64,Terciarna(5-8),60.7
2012,Hrvaška,moški,55-64,Primarna(0-2),38.4
2012,Hrvaška,moški,55-64,Sekundarna(3-4),47.2
2012,Hrvaška,moški,55-64,Terciarna(5-8),61.8
2013,Hrvaška,moški,55-64,Primarna(0-2),33.7
2013,Hrvaška,moški,55-64,Sekundarna(3-4),44.3
2013,Hrvaška,moški,55-64,Terciarna(5-8),60.6
2014,Hrvaška,moški,55-64,Primarna(0-2),32.9
2014,Hrvaška,moški,55-64,Sekundarna(3-4),45.3
2014,Hrvaška,moški,55-64,Terciarna(5-8),67.8
2015,Hrvaška,moški,55-64,Primarna(0-2),36.5
2015,Hrvaška,moški,55-64,Sekundarna(3-4),46
2015,Hrvaška,moški,55-64,Terciarna(5-8),70.7
2016,Hrvaška,moški,55-64,Primarna(0-2),35.8
2016,Hrvaška,moški,55-64,Sekundarna(3-4),42
2016,Hrvaška,moški,55-64,Terciarna(5-8),68.3
2017,Hrvaška,moški,55-64,Primarna(0-2),32
2017,Hrvaška,moški,55-64,Sekundarna(3-4),46.3
2017,Hrvaška,moški,55-64,Terciarna(5-8),75.7
2018,Hrvaška,moški,55-64,Primarna(0-2),32.3
2018,Hrvaška,moški,55-64,Sekundarna(3-4),51
2018,Hrvaška,moški,55-64,Terciarna(5-8),69.9
2019,Hrvaška,moški,55-64,Primarna(0-2),36.2
2019,Hrvaška,moški,55-64,Sekundarna(3-4),50.9
2019,Hrvaška,moški,55-64,Terciarna(5-8),75.1
2011,Italija,moški,55-64,Primarna(0-2),38.9
2011,Italija,moški,55-64,Sekundarna(3-4),55.6
2011,Italija,moški,55-64,Terciarna(5-8),74.2
2012,Italija,moški,55-64,Primarna(0-2),40.7
2012,Italija,moški,55-64,Sekundarna(3-4),57
2012,Italija,moški,55-64,Terciarna(5-8),76.5
2013,Italija,moški,55-64,Primarna(0-2),42.1
2013,Italija,moški,55-64,Sekundarna(3-4),60.3
2013,Italija,moški,55-64,Terciarna(5-8),77.9
2014,Italija,moški,55-64,Primarna(0-2),45
2014,Italija,moški,55-64,Sekundarna(3-4),64.3
2014,Italija,moški,55-64,Terciarna(5-8),81.6
2015,Italija,moški,55-64,Primarna(0-2),46.6
2015,Italija,moški,55-64,Sekundarna(3-4),68
2015,Italija,moški,55-64,Terciarna(5-8),85.4
2016,Italija,moški,55-64,Primarna(0-2),49
2016,Italija,moški,55-64,Sekundarna(3-4),70.4
2016,Italija,moški,55-64,Terciarna(5-8),86.8
2017,Italija,moški,55-64,Primarna(0-2),50.4
2017,Italija,moški,55-64,Sekundarna(3-4),70.6
2017,Italija,moški,55-64,Terciarna(5-8),87.6
2018,Italija,moški,55-64,Primarna(0-2),52.3
2018,Italija,moški,55-64,Sekundarna(3-4),71.8
2018,Italija,moški,55-64,Terciarna(5-8),88.2
2019,Italija,moški,55-64,Primarna(0-2),52.9
2019,Italija,moški,55-64,Sekundarna(3-4),72.4
2019,Italija,moški,55-64,Terciarna(5-8),87.9
2011,Ciper,moški,55-64,Primarna(0-2),66.8
2011,Ciper,moški,55-64,Sekundarna(3-4),66.9
2011,Ciper,moški,55-64,Terciarna(5-8),76.3
2012,Ciper,moški,55-64,Primarna(0-2),58.5
2012,Ciper,moški,55-64,Sekundarna(3-4),61.3
2012,Ciper,moški,55-64,Terciarna(5-8),72.9
2013,Ciper,moški,55-64,Primarna(0-2),53.4
2013,Ciper,moški,55-64,Sekundarna(3-4),63.4
2013,Ciper,moški,55-64,Terciarna(5-8),68
2014,Ciper,moški,55-64,Primarna(0-2),48.2
2014,Ciper,moški,55-64,Sekundarna(3-4),55.4
2014,Ciper,moški,55-64,Terciarna(5-8),70.9
2015,Ciper,moški,55-64,Primarna(0-2),49.8
2015,Ciper,moški,55-64,Sekundarna(3-4),57.8
2015,Ciper,moški,55-64,Terciarna(5-8),68.4
2016,Ciper,moški,55-64,Primarna(0-2),56.2
2016,Ciper,moški,55-64,Sekundarna(3-4),62.1
2016,Ciper,moški,55-64,Terciarna(5-8),64.8
2017,Ciper,moški,55-64,Primarna(0-2),58.3
2017,Ciper,moški,55-64,Sekundarna(3-4),65.4
2017,Ciper,moški,55-64,Terciarna(5-8),71.3
2018,Ciper,moški,55-64,Primarna(0-2),63.7
2018,Ciper,moški,55-64,Sekundarna(3-4),67.8
2018,Ciper,moški,55-64,Terciarna(5-8),80.7
2019,Ciper,moški,55-64,Primarna(0-2),62.9
2019,Ciper,moški,55-64,Sekundarna(3-4),72.7
2019,Ciper,moški,55-64,Terciarna(5-8),80.3
2011,Latvija,moški,55-64,Primarna(0-2),38.1
2011,Latvija,moški,55-64,Sekundarna(3-4),51
2011,Latvija,moški,55-64,Terciarna(5-8),67.8
2012,Latvija,moški,55-64,Primarna(0-2),32.7
2012,Latvija,moški,55-64,Sekundarna(3-4),52.1
2012,Latvija,moški,55-64,Terciarna(5-8),73.1
2013,Latvija,moški,55-64,Primarna(0-2),27.8
2013,Latvija,moški,55-64,Sekundarna(3-4),55.5
2013,Latvija,moški,55-64,Terciarna(5-8),73
2014,Latvija,moški,55-64,Primarna(0-2),38.9
2014,Latvija,moški,55-64,Sekundarna(3-4),56.9
2014,Latvija,moški,55-64,Terciarna(5-8),66.5
2015,Latvija,moški,55-64,Primarna(0-2),43.1
2015,Latvija,moški,55-64,Sekundarna(3-4),58.9
2015,Latvija,moški,55-64,Terciarna(5-8),72.2
2016,Latvija,moški,55-64,Primarna(0-2),44.7
2016,Latvija,moški,55-64,Sekundarna(3-4),59.2
2016,Latvija,moški,55-64,Terciarna(5-8),75.6
2017,Latvija,moški,55-64,Primarna(0-2),34.9
2017,Latvija,moški,55-64,Sekundarna(3-4),61.5
2017,Latvija,moški,55-64,Terciarna(5-8),76.3
2018,Latvija,moški,55-64,Primarna(0-2),33.4
2018,Latvija,moški,55-64,Sekundarna(3-4),65.9
2018,Latvija,moški,55-64,Terciarna(5-8),80.8
2019,Latvija,moški,55-64,Primarna(0-2),42
2019,Latvija,moški,55-64,Sekundarna(3-4),65.5
2019,Latvija,moški,55-64,Terciarna(5-8),83.4
2011,Litva,moški,55-64,Sekundarna(3-4),52.1
2011,Litva,moški,55-64,Terciarna(5-8),73.7
2012,Litva,moški,55-64,Sekundarna(3-4),55.2
2012,Litva,moški,55-64,Terciarna(5-8),70.2
2013,Litva,moški,55-64,Primarna(0-2),24.2
2013,Litva,moški,55-64,Sekundarna(3-4),55.1
2013,Litva,moški,55-64,Terciarna(5-8),71.6
2014,Litva,moški,55-64,Primarna(0-2),27.1
2014,Litva,moški,55-64,Sekundarna(3-4),55.8
2014,Litva,moški,55-64,Terciarna(5-8),77.6
2015,Litva,moški,55-64,Primarna(0-2),35.3
2015,Litva,moški,55-64,Sekundarna(3-4),58.8
2015,Litva,moški,55-64,Terciarna(5-8),80.2
2016,Litva,moški,55-64,Primarna(0-2),35.5
2016,Litva,moški,55-64,Sekundarna(3-4),63.6
2016,Litva,moški,55-64,Terciarna(5-8),84.4
2017,Litva,moški,55-64,Primarna(0-2),30.1
2017,Litva,moški,55-64,Sekundarna(3-4),64.9
2017,Litva,moški,55-64,Terciarna(5-8),82.5
2018,Litva,moški,55-64,Primarna(0-2),35.1
2018,Litva,moški,55-64,Sekundarna(3-4),67.9
2018,Litva,moški,55-64,Terciarna(5-8),85.2
2019,Litva,moški,55-64,Primarna(0-2),51.8
2019,Litva,moški,55-64,Sekundarna(3-4),66.9
2019,Litva,moški,55-64,Terciarna(5-8),80.4
2011,Luksemburg,moški,55-64,Primarna(0-2),32.5
2011,Luksemburg,moški,55-64,Sekundarna(3-4),37.6
2011,Luksemburg,moški,55-64,Terciarna(5-8),67.4
2012,Luksemburg,moški,55-64,Primarna(0-2),33
2012,Luksemburg,moški,55-64,Sekundarna(3-4),39
2012,Luksemburg,moški,55-64,Terciarna(5-8),69.8
2013,Luksemburg,moški,55-64,Primarna(0-2),26.7
2013,Luksemburg,moški,55-64,Sekundarna(3-4),42.9
2013,Luksemburg,moški,55-64,Terciarna(5-8),69.7
2014,Luksemburg,moški,55-64,Primarna(0-2),30.5
2014,Luksemburg,moški,55-64,Sekundarna(3-4),44
2014,Luksemburg,moški,55-64,Terciarna(5-8),67.2
2015,Luksemburg,moški,55-64,Primarna(0-2),23.4
2015,Luksemburg,moški,55-64,Sekundarna(3-4),37.5
2015,Luksemburg,moški,55-64,Terciarna(5-8),66.9
2015,Luksemburg,moški,55-64,Brez odgovora,53.1
2016,Luksemburg,moški,55-64,Primarna(0-2),29
2016,Luksemburg,moški,55-64,Sekundarna(3-4),36.3
2016,Luksemburg,moški,55-64,Terciarna(5-8),72
2016,Luksemburg,moški,55-64,Brez odgovora,47.8
2017,Luksemburg,moški,55-64,Primarna(0-2),35.5
2017,Luksemburg,moški,55-64,Sekundarna(3-4),35.6
2017,Luksemburg,moški,55-64,Terciarna(5-8),69.3
2017,Luksemburg,moški,55-64,Brez odgovora,51.3
2018,Luksemburg,moški,55-64,Primarna(0-2),28.8
2018,Luksemburg,moški,55-64,Sekundarna(3-4),38.8
2018,Luksemburg,moški,55-64,Terciarna(5-8),72.9
2018,Luksemburg,moški,55-64,Brez odgovora,40.2
2019,Luksemburg,moški,55-64,Primarna(0-2),30
2019,Luksemburg,moški,55-64,Sekundarna(3-4),40.1
2019,Luksemburg,moški,55-64,Terciarna(5-8),74.4
2019,Luksemburg,moški,55-64,Brez odgovora,59.7
2011,Madžarska,moški,55-64,Primarna(0-2),24.6
2011,Madžarska,moški,55-64,Sekundarna(3-4),38.7
2011,Madžarska,moški,55-64,Terciarna(5-8),57.1
2012,Madžarska,moški,55-64,Primarna(0-2),26.9
2012,Madžarska,moški,55-64,Sekundarna(3-4),41
2012,Madžarska,moški,55-64,Terciarna(5-8),59.6
2013,Madžarska,moški,55-64,Primarna(0-2),26.4
2013,Madžarska,moški,55-64,Sekundarna(3-4),45.5
2013,Madžarska,moški,55-64,Terciarna(5-8),62.5
2014,Madžarska,moški,55-64,Primarna(0-2),32.6
2014,Madžarska,moški,55-64,Sekundarna(3-4),50.4
2014,Madžarska,moški,55-64,Terciarna(5-8),63.7
2015,Madžarska,moški,55-64,Primarna(0-2),34.8
2015,Madžarska,moški,55-64,Sekundarna(3-4),55.8
2015,Madžarska,moški,55-64,Terciarna(5-8),67.7
2016,Madžarska,moški,55-64,Primarna(0-2),41.3
2016,Madžarska,moški,55-64,Sekundarna(3-4),61.3
2016,Madžarska,moški,55-64,Terciarna(5-8),71.8
2017,Madžarska,moški,55-64,Primarna(0-2),42.3
2017,Madžarska,moški,55-64,Sekundarna(3-4),63.6
2017,Madžarska,moški,55-64,Terciarna(5-8),76
2018,Madžarska,moški,55-64,Primarna(0-2),47.3
2018,Madžarska,moški,55-64,Sekundarna(3-4),66.1
2018,Madžarska,moški,55-64,Terciarna(5-8),78.5
2019,Madžarska,moški,55-64,Primarna(0-2),48
2019,Madžarska,moški,55-64,Sekundarna(3-4),70.6
2019,Madžarska,moški,55-64,Terciarna(5-8),80.7
2011,Malta,moški,55-64,Primarna(0-2),49.6
2011,Malta,moški,55-64,Sekundarna(3-4),50.9
2011,Malta,moški,55-64,Terciarna(5-8),68.1
2012,Malta,moški,55-64,Primarna(0-2),48.3
2012,Malta,moški,55-64,Sekundarna(3-4),60.9
2012,Malta,moški,55-64,Terciarna(5-8),74.9
2013,Malta,moški,55-64,Primarna(0-2),50.6
2013,Malta,moški,55-64,Sekundarna(3-4),62.5
2013,Malta,moški,55-64,Terciarna(5-8),76.1
2014,Malta,moški,55-64,Primarna(0-2),51.5
2014,Malta,moški,55-64,Sekundarna(3-4),70.1
2014,Malta,moški,55-64,Terciarna(5-8),71.7
2015,Malta,moški,55-64,Primarna(0-2),55.2
2015,Malta,moški,55-64,Sekundarna(3-4),67.5
2015,Malta,moški,55-64,Terciarna(5-8),73.5
2016,Malta,moški,55-64,Primarna(0-2),57.2
2016,Malta,moški,55-64,Sekundarna(3-4),73.2
2016,Malta,moški,55-64,Terciarna(5-8),77.5
2017,Malta,moški,55-64,Primarna(0-2),58.4
2017,Malta,moški,55-64,Sekundarna(3-4),76.6
2017,Malta,moški,55-64,Terciarna(5-8),77.6
2018,Malta,moški,55-64,Primarna(0-2),61.8
2018,Malta,moški,55-64,Sekundarna(3-4),75.5
2018,Malta,moški,55-64,Terciarna(5-8),80.1
2019,Malta,moški,55-64,Primarna(0-2),60
2019,Malta,moški,55-64,Sekundarna(3-4),75.8
2019,Malta,moški,55-64,Terciarna(5-8),79.8
2011,Nizozemska,moški,55-64,Primarna(0-2),56.6
2011,Nizozemska,moški,55-64,Sekundarna(3-4),63.7
2011,Nizozemska,moški,55-64,Terciarna(5-8),73.7
2011,Nizozemska,moški,55-64,Brez odgovora,60.6
2012,Nizozemska,moški,55-64,Primarna(0-2),58.8
2012,Nizozemska,moški,55-64,Sekundarna(3-4),66
2012,Nizozemska,moški,55-64,Terciarna(5-8),76.2
2012,Nizozemska,moški,55-64,Brez odgovora,63.2
2013,Nizozemska,moški,55-64,Primarna(0-2),58.5
2013,Nizozemska,moški,55-64,Sekundarna(3-4),69.1
2013,Nizozemska,moški,55-64,Terciarna(5-8),78.3
2013,Nizozemska,moški,55-64,Brez odgovora,55.9
2014,Nizozemska,moški,55-64,Primarna(0-2),59.1
2014,Nizozemska,moški,55-64,Sekundarna(3-4),69.9
2014,Nizozemska,moški,55-64,Terciarna(5-8),78.7
2014,Nizozemska,moški,55-64,Brez odgovora,52
2015,Nizozemska,moški,55-64,Primarna(0-2),62
2015,Nizozemska,moški,55-64,Sekundarna(3-4),70.3
2015,Nizozemska,moški,55-64,Terciarna(5-8),81.5
2015,Nizozemska,moški,55-64,Brez odgovora,56.7
2016,Nizozemska,moški,55-64,Primarna(0-2),63
2016,Nizozemska,moški,55-64,Sekundarna(3-4),73
2016,Nizozemska,moški,55-64,Terciarna(5-8),81.9
2016,Nizozemska,moški,55-64,Brez odgovora,63.6
2017,Nizozemska,moški,55-64,Primarna(0-2),65.4
2017,Nizozemska,moški,55-64,Sekundarna(3-4),75.4
2017,Nizozemska,moški,55-64,Terciarna(5-8),83.1
2017,Nizozemska,moški,55-64,Brez odgovora,61.8
2018,Nizozemska,moški,55-64,Primarna(0-2),67.4
2018,Nizozemska,moški,55-64,Sekundarna(3-4),76.5
2018,Nizozemska,moški,55-64,Terciarna(5-8),84.6
2018,Nizozemska,moški,55-64,Brez odgovora,72.3
2019,Nizozemska,moški,55-64,Primarna(0-2),69.9
2019,Nizozemska,moški,55-64,Sekundarna(3-4),79.5
2019,Nizozemska,moški,55-64,Terciarna(5-8),83.8
2019,Nizozemska,moški,55-64,Brez odgovora,74.9
2011,Avstrija,moški,55-64,Primarna(0-2),37.3
2011,Avstrija,moški,55-64,Sekundarna(3-4),45.4
2011,Avstrija,moški,55-64,Terciarna(5-8),67.1
2012,Avstrija,moški,55-64,Primarna(0-2),35.8
2012,Avstrija,moški,55-64,Sekundarna(3-4),47.5
2012,Avstrija,moški,55-64,Terciarna(5-8),70.9
2013,Avstrija,moški,55-64,Primarna(0-2),36.9
2013,Avstrija,moški,55-64,Sekundarna(3-4),52.1
2013,Avstrija,moški,55-64,Terciarna(5-8),69.4
2014,Avstrija,moški,55-64,Primarna(0-2),37.6
2014,Avstrija,moški,55-64,Sekundarna(3-4),51.9
2014,Avstrija,moški,55-64,Terciarna(5-8),69.5
2015,Avstrija,moški,55-64,Primarna(0-2),36.8
2015,Avstrija,moški,55-64,Sekundarna(3-4),51.4
2015,Avstrija,moški,55-64,Terciarna(5-8),69.7
2016,Avstrija,moški,55-64,Primarna(0-2),41.3
2016,Avstrija,moški,55-64,Sekundarna(3-4),54.4
2016,Avstrija,moški,55-64,Terciarna(5-8),73.1
2017,Avstrija,moški,55-64,Primarna(0-2),44.1
2017,Avstrija,moški,55-64,Sekundarna(3-4),56.9
2017,Avstrija,moški,55-64,Terciarna(5-8),75
2018,Avstrija,moški,55-64,Primarna(0-2),46.4
2018,Avstrija,moški,55-64,Sekundarna(3-4),60.4
2018,Avstrija,moški,55-64,Terciarna(5-8),77
2019,Avstrija,moški,55-64,Primarna(0-2),43.8
2019,Avstrija,moški,55-64,Sekundarna(3-4),60.2
2019,Avstrija,moški,55-64,Terciarna(5-8),77.1
2011,Poljska,moški,55-64,Primarna(0-2),32.8
2011,Poljska,moški,55-64,Sekundarna(3-4),47.9
2011,Poljska,moški,55-64,Terciarna(5-8),69.5
2012,Poljska,moški,55-64,Primarna(0-2),33.8
2012,Poljska,moški,55-64,Sekundarna(3-4),48.9
2012,Poljska,moški,55-64,Terciarna(5-8),72.7
2013,Poljska,moški,55-64,Primarna(0-2),35.4
2013,Poljska,moški,55-64,Sekundarna(3-4),50.7
2013,Poljska,moški,55-64,Terciarna(5-8),73.9
2014,Poljska,moški,55-64,Primarna(0-2),35.8
2014,Poljska,moški,55-64,Sekundarna(3-4),52.4
2014,Poljska,moški,55-64,Terciarna(5-8),76.8
2015,Poljska,moški,55-64,Primarna(0-2),36.1
2015,Poljska,moški,55-64,Sekundarna(3-4),53.8
2015,Poljska,moški,55-64,Terciarna(5-8),76.4
2016,Poljska,moški,55-64,Primarna(0-2),36.9
2016,Poljska,moški,55-64,Sekundarna(3-4),55.5
2016,Poljska,moški,55-64,Terciarna(5-8),76.9
2017,Poljska,moški,55-64,Primarna(0-2),36.6
2017,Poljska,moški,55-64,Sekundarna(3-4),57.9
2017,Poljska,moški,55-64,Terciarna(5-8),80.2
2018,Poljska,moški,55-64,Primarna(0-2),37.6
2018,Poljska,moški,55-64,Sekundarna(3-4),59.5
2018,Poljska,moški,55-64,Terciarna(5-8),80.5
2019,Poljska,moški,55-64,Primarna(0-2),43.6
