"AGE,""TIME"",""GEO"",""SEX"",""REASON"",""UNIT"",""Value"""
"From 20 to 64 years,""2012"",""Croatia"",""Females"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2012"",""Croatia"",""Females"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2012"",""Italy"",""Males"",""Could not find permanent job"",""Percentage of employees"",""8.8"""
"From 20 to 64 years,""2012"",""Italy"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""70.4"""
"From 20 to 64 years,""2012"",""Italy"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""0.4"""
"From 20 to 64 years,""2012"",""Italy"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""3.1"""
"From 20 to 64 years,""2012"",""Italy"",""Males"",""In education or training"",""Percentage of employees"",""2.1"""
"From 20 to 64 years,""2012"",""Italy"",""Males"",""In education or training"",""Percentage of employees with a temporary job"",""16.5"""
"From 20 to 64 years,""2012"",""Italy"",""Males"",""Probationary period"",""Percentage of employees"",""1.2"""
"From 20 to 64 years,""2012"",""Italy"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""9.5"""
"From 20 to 64 years,""2012"",""Italy"",""Males"",""No response"",""Percentage of employees"",""0.1"""
"From 20 to 64 years,""2012"",""Italy"",""Males"",""No response"",""Percentage of employees with a temporary job"",""0.4"""
"From 20 to 64 years,""2012"",""Italy"",""Females"",""Could not find permanent job"",""Percentage of employees"",""10.8"""
"From 20 to 64 years,""2012"",""Italy"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""74.2"""
"From 20 to 64 years,""2012"",""Italy"",""Females"",""Did not want a permanent job"",""Percentage of employees"",""0.5"""
"From 20 to 64 years,""2012"",""Italy"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""3.5"""
"From 20 to 64 years,""2012"",""Italy"",""Females"",""In education or training"",""Percentage of employees"",""2.2"""
"From 20 to 64 years,""2012"",""Italy"",""Females"",""In education or training"",""Percentage of employees with a temporary job"",""14.9"""
"From 20 to 64 years,""2012"",""Italy"",""Females"",""Probationary period"",""Percentage of employees"",""1.0"""
"From 20 to 64 years,""2012"",""Italy"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""7.2"""
"From 20 to 64 years,""2012"",""Italy"",""Females"",""No response"",""Percentage of employees"",""0.0"""
"From 20 to 64 years,""2012"",""Italy"",""Females"",""No response"",""Percentage of employees with a temporary job"",""0.3"""
"From 20 to 64 years,""2012"",""Cyprus"",""Males"",""Could not find permanent job"",""Percentage of employees"",""8.2"""
"From 20 to 64 years,""2012"",""Cyprus"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""91.6"""
"From 20 to 64 years,""2012"",""Cyprus"",""Males"",""Did not want a permanent job"",""Percentage of employees"","":"""
"From 20 to 64 years,""2012"",""Cyprus"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2012"",""Cyprus"",""Males"",""In education or training"",""Percentage of employees"",""0.5"""
"From 20 to 64 years,""2012"",""Cyprus"",""Males"",""In education or training"",""Percentage of employees with a temporary job"",""5.4"""
"From 20 to 64 years,""2012"",""Cyprus"",""Males"",""Probationary period"",""Percentage of employees"","":"""
"From 20 to 64 years,""2012"",""Cyprus"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2012"",""Cyprus"",""Males"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2012"",""Cyprus"",""Males"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2012"",""Cyprus"",""Females"",""Could not find permanent job"",""Percentage of employees"",""20.3"""
"From 20 to 64 years,""2012"",""Cyprus"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""97.5"""
"From 20 to 64 years,""2012"",""Cyprus"",""Females"",""Did not want a permanent job"",""Percentage of employees"","":"""
"From 20 to 64 years,""2012"",""Cyprus"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2012"",""Cyprus"",""Females"",""In education or training"",""Percentage of employees"",""0.3"""
"From 20 to 64 years,""2012"",""Cyprus"",""Females"",""In education or training"",""Percentage of employees with a temporary job"",""1.6"""
"From 20 to 64 years,""2012"",""Cyprus"",""Females"",""Probationary period"",""Percentage of employees"","":"""
"From 20 to 64 years,""2012"",""Cyprus"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2012"",""Cyprus"",""Females"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2012"",""Cyprus"",""Females"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2012"",""Latvia"",""Males"",""Could not find permanent job"",""Percentage of employees"",""4.7"""
"From 20 to 64 years,""2012"",""Latvia"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""74.8"""
"From 20 to 64 years,""2012"",""Latvia"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""0.5"""
"From 20 to 64 years,""2012"",""Latvia"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""8.7"""
"From 20 to 64 years,""2012"",""Latvia"",""Males"",""In education or training"",""Percentage of employees"","":"""
"From 20 to 64 years,""2012"",""Latvia"",""Males"",""In education or training"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2012"",""Latvia"",""Males"",""Probationary period"",""Percentage of employees"",""0.8"""
"From 20 to 64 years,""2012"",""Latvia"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""12.4"""
"From 20 to 64 years,""2012"",""Latvia"",""Males"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2012"",""Latvia"",""Males"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2012"",""Latvia"",""Females"",""Could not find permanent job"",""Percentage of employees"",""2.2"""
"From 20 to 64 years,""2012"",""Latvia"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""67.4"""
"From 20 to 64 years,""2012"",""Latvia"",""Females"",""Did not want a permanent job"",""Percentage of employees"","":"""
"From 20 to 64 years,""2012"",""Latvia"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2012"",""Latvia"",""Females"",""In education or training"",""Percentage of employees"","":"""
"From 20 to 64 years,""2012"",""Latvia"",""Females"",""In education or training"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2012"",""Latvia"",""Females"",""Probationary period"",""Percentage of employees"",""0.6"""
"From 20 to 64 years,""2012"",""Latvia"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""18.0"""
"From 20 to 64 years,""2012"",""Latvia"",""Females"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2012"",""Latvia"",""Females"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2012"",""Lithuania"",""Males"",""Could not find permanent job"",""Percentage of employees"",""2.1"""
"From 20 to 64 years,""2012"",""Lithuania"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""63.2"""
"From 20 to 64 years,""2012"",""Lithuania"",""Males"",""Did not want a permanent job"",""Percentage of employees"","":"""
"From 20 to 64 years,""2012"",""Lithuania"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2012"",""Lithuania"",""Males"",""In education or training"",""Percentage of employees"","":"""
"From 20 to 64 years,""2012"",""Lithuania"",""Males"",""In education or training"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2012"",""Lithuania"",""Males"",""Probationary period"",""Percentage of employees"",""0.9"""
"From 20 to 64 years,""2012"",""Lithuania"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""27.8"""
"From 20 to 64 years,""2012"",""Lithuania"",""Males"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2012"",""Lithuania"",""Males"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2012"",""Lithuania"",""Females"",""Could not find permanent job"",""Percentage of employees"",""1.3"""
"From 20 to 64 years,""2012"",""Lithuania"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""73.8"""
"From 20 to 64 years,""2012"",""Lithuania"",""Females"",""Did not want a permanent job"",""Percentage of employees"","":"""
"From 20 to 64 years,""2012"",""Lithuania"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2012"",""Lithuania"",""Females"",""In education or training"",""Percentage of employees"","":"""
"From 20 to 64 years,""2012"",""Lithuania"",""Females"",""In education or training"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2012"",""Lithuania"",""Females"",""Probationary period"",""Percentage of employees"","":"""
"From 20 to 64 years,""2012"",""Lithuania"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2012"",""Lithuania"",""Females"",""No response"",""Percentage of employees"","":"""
"From 20 to 64 years,""2012"",""Lithuania"",""Females"",""No response"",""Percentage of employees with a temporary job"","":"""
"From 20 to 64 years,""2012"",""Luxembourg"",""Males"",""Could not find permanent job"",""Percentage of employees"",""3.2"""
"From 20 to 64 years,""2012"",""Luxembourg"",""Males"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""50.1"""
"From 20 to 64 years,""2012"",""Luxembourg"",""Males"",""Did not want a permanent job"",""Percentage of employees"",""0.8"""
"From 20 to 64 years,""2012"",""Luxembourg"",""Males"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""11.8"""
"From 20 to 64 years,""2012"",""Luxembourg"",""Males"",""In education or training"",""Percentage of employees"",""1.0"""
"From 20 to 64 years,""2012"",""Luxembourg"",""Males"",""In education or training"",""Percentage of employees with a temporary job"",""16.3"""
"From 20 to 64 years,""2012"",""Luxembourg"",""Males"",""Probationary period"",""Percentage of employees"",""0.6"""
"From 20 to 64 years,""2012"",""Luxembourg"",""Males"",""Probationary period"",""Percentage of employees with a temporary job"",""9.5"""
"From 20 to 64 years,""2012"",""Luxembourg"",""Males"",""No response"",""Percentage of employees"",""0.8"""
"From 20 to 64 years,""2012"",""Luxembourg"",""Males"",""No response"",""Percentage of employees with a temporary job"",""12.3"""
"From 20 to 64 years,""2012"",""Luxembourg"",""Females"",""Could not find permanent job"",""Percentage of employees"",""3.9"""
"From 20 to 64 years,""2012"",""Luxembourg"",""Females"",""Could not find permanent job"",""Percentage of employees with a temporary job"",""51.7"""
"From 20 to 64 years,""2012"",""Luxembourg"",""Females"",""Did not want a permanent job"",""Percentage of employees"",""0.9"""
"From 20 to 64 years,""2012"",""Luxembourg"",""Females"",""Did not want a permanent job"",""Percentage of employees with a temporary job"",""12.3"""
"From 20 to 64 years,""2012"",""Luxembourg"",""Females"",""In education or training"",""Percentage of employees"",""1.3"""
"From 20 to 64 years,""2012"",""Luxembourg"",""Females"",""In education or training"",""Percentage of employees with a temporary job"",""17.1"""
"From 20 to 64 years,""2012"",""Luxembourg"",""Females"",""Probationary period"",""Percentage of employees"",""0.8"""
"From 20 to 64 years,""2012"",""Luxembourg"",""Females"",""Probationary period"",""Percentage of employees with a temporary job"",""11.1"""
"From 20 to 64 years,""2012"",""Luxembourg"",""Females"",""No response"",""Percentage of employees"",""0.6"""
"From 20 to 64 years,""2012"",""Luxembourg"",""Females"",""No response"",""Percentage of employees with a temporary job"",""7.8"""
