LETO,DRZAVA,SPOL,RAZLOG,INDIKATOR,VREDNOST
2013,Luksemburg,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,10.8
2013,Luksemburg,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.9
2013,Luksemburg,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,18.1
2013,Luksemburg,moški,Poskusna doba,Delež vseh zaposlenih,0.5
2013,Luksemburg,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,9.1
2013,Luksemburg,moški,Ni odgovora,Delež vseh zaposlenih,0.6
2013,Luksemburg,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,12
2013,Luksemburg,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,4.2
2013,Luksemburg,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,49
2013,Luksemburg,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.1
2013,Luksemburg,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,12.5
2013,Luksemburg,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.1
2013,Luksemburg,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,13.4
2013,Luksemburg,ženske,Poskusna doba,Delež vseh zaposlenih,1.2
2013,Luksemburg,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,14.6
2013,Luksemburg,ženske,Ni odgovora,Delež vseh zaposlenih,0.9
2013,Luksemburg,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,10.4
2013,Madžarska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,8.5
2013,Madžarska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,75.1
2013,Madžarska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.5
2013,Madžarska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,13.1
2013,Madžarska,moški,Poskusna doba,Delež vseh zaposlenih,1.2
2013,Madžarska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,10.7
2013,Madžarska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,7.4
2013,Madžarska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,72
2013,Madžarska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.5
2013,Madžarska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,14.3
2013,Madžarska,ženske,Poskusna doba,Delež vseh zaposlenih,1.3
2013,Madžarska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,12.8
2013,Malta,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,2.9
2013,Malta,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,48.9
2013,Malta,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.1
2013,Malta,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,18.2
2013,Malta,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.7
2013,Malta,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,12.2
2013,Malta,moški,Poskusna doba,Delež vseh zaposlenih,1.2
2013,Malta,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,20.7
2013,Malta,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,5
2013,Malta,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,61.1
2013,Malta,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.3
2013,Malta,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,16.4
2013,Malta,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.6
2013,Malta,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,7.5
2013,Malta,ženske,Poskusna doba,Delež vseh zaposlenih,1.2
2013,Malta,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,15.1
2013,Nizozemska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,5.8
2013,Nizozemska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,36.3
2013,Nizozemska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.3
2013,Nizozemska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,8.4
2013,Nizozemska,moški,Poskusna doba,Delež vseh zaposlenih,6.5
2013,Nizozemska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,40.2
2013,Nizozemska,moški,Ni odgovora,Delež vseh zaposlenih,2.4
2013,Nizozemska,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,15
2013,Nizozemska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,6.4
2013,Nizozemska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,34.7
2013,Nizozemska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.7
2013,Nizozemska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,9
2013,Nizozemska,ženske,Poskusna doba,Delež vseh zaposlenih,6.7
2013,Nizozemska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,36.8
2013,Nizozemska,ženske,Ni odgovora,Delež vseh zaposlenih,3.5
2013,Nizozemska,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,19.2
2013,Avstrija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,0.6
2013,Avstrija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,11.1
2013,Avstrija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,2.9
2013,Avstrija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,52.6
2013,Avstrija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.2
2013,Avstrija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,20.9
2013,Avstrija,moški,Poskusna doba,Delež vseh zaposlenih,0.8
2013,Avstrija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,15.4
2013,Avstrija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,0.9
2013,Avstrija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,13.7
2013,Avstrija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,3.1
2013,Avstrija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,46.5
2013,Avstrija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.5
2013,Avstrija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,22.1
2013,Avstrija,ženske,Poskusna doba,Delež vseh zaposlenih,1.2
2013,Avstrija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,17.7
2013,Poljska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,18.3
2013,Poljska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,68.5
2013,Poljska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,4.1
2013,Poljska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,15.1
2013,Poljska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,2.2
2013,Poljska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,8.1
2013,Poljska,moški,Poskusna doba,Delež vseh zaposlenih,2.2
2013,Poljska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,8.3
2013,Poljska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,17.2
2013,Poljska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,66.3
2013,Poljska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,3.6
2013,Poljska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,13.8
2013,Poljska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,3
2013,Poljska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,11.4
2013,Poljska,ženske,Poskusna doba,Delež vseh zaposlenih,2.2
2013,Poljska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,8.4
2013,Portugalska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,18.1
2013,Portugalska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,86.9
2013,Portugalska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.8
2013,Portugalska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,3.6
2013,Portugalska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.8
2013,Portugalska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,3.9
2013,Portugalska,moški,Poskusna doba,Delež vseh zaposlenih,1.1
2013,Portugalska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,5.5
2013,Portugalska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,18.4
2013,Portugalska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,87
2013,Portugalska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.8
2013,Portugalska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,3.7
2013,Portugalska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1
2013,Portugalska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,4.8
2013,Portugalska,ženske,Poskusna doba,Delež vseh zaposlenih,1
2013,Portugalska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,4.6
2013,Romunija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,1.4
2013,Romunija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,88.5
2013,Romunija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,1
2013,Romunija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,87.1
2013,Slovenija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,8.6
2013,Slovenija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,57.1
2013,Slovenija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,5
2013,Slovenija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,33.5
2013,Slovenija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.3
2013,Slovenija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,2.3
2013,Slovenija,moški,Poskusna doba,Delež vseh zaposlenih,1.1
2013,Slovenija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,7.1
2013,Slovenija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,9.7
2013,Slovenija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,58.3
2013,Slovenija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,5.9
2013,Slovenija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,35.3
2013,Slovenija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.4
2013,Slovenija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,2.1
2013,Slovenija,ženske,Poskusna doba,Delež vseh zaposlenih,0.7
2013,Slovenija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,4.3
2013,Slovaška,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,6
2013,Slovaška,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,91.9
2013,Slovaška,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.5
2013,Slovaška,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,7.5
2013,Slovaška,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,5.6
2013,Slovaška,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,82.5
2013,Slovaška,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1
2013,Slovaška,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,15.3
2013,Finska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,7.8
2013,Finska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,73
2013,Finska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.8
2013,Finska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,16.8
2013,Finska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.8
2013,Finska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,7.1
2013,Finska,moški,Poskusna doba,Delež vseh zaposlenih,0.3
2013,Finska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,2.6
2013,Finska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,11.8
2013,Finska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,70
2013,Finska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,3.9
2013,Finska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,23
2013,Finska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.9
2013,Finska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,5.4
2013,Švedska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,7.3
2013,Švedska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,58.2
2013,Švedska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,3.2
2013,Švedska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,25.6
2013,Švedska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.2
2013,Švedska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,1.3
2013,Švedska,moški,Poskusna doba,Delež vseh zaposlenih,1.6
2013,Švedska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,13
2013,Švedska,moški,Ni odgovora,Delež vseh zaposlenih,0.2
2013,Švedska,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,1.9
2013,Švedska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,10.6
2013,Švedska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,63.8
2013,Švedska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,4.3
2013,Švedska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,26.1
2013,Švedska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.1
2013,Švedska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,0.7
2013,Švedska,ženske,Poskusna doba,Delež vseh zaposlenih,1.3
2013,Švedska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,8
2013,Švedska,ženske,Ni odgovora,Delež vseh zaposlenih,0.2
2013,Švedska,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,1.4
2013,Velika Britanija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,2.1
2013,Velika Britanija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,47.5
2013,Velika Britanija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.6
2013,Velika Britanija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,14.3
2013,Velika Britanija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.3
2013,Velika Britanija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,6.8
2013,Velika Britanija,moški,Poskusna doba,Delež vseh zaposlenih,0.2
2013,Velika Britanija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,3.7
2013,Velika Britanija,moški,Ni odgovora,Delež vseh zaposlenih,1.2
2013,Velika Britanija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,27.7
2013,Velika Britanija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,2
2013,Velika Britanija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,38.3
2013,Velika Britanija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.9
2013,Velika Britanija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,16.5
2013,Velika Britanija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.4
2013,Velika Britanija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,6.7
2013,Velika Britanija,ženske,Poskusna doba,Delež vseh zaposlenih,0.2
2013,Velika Britanija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,4.4
2013,Velika Britanija,ženske,Ni odgovora,Delež vseh zaposlenih,1.8
2013,Velika Britanija,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,34
2014,Belgija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,5.7
2014,Belgija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,80.1
2014,Belgija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1
2014,Belgija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,14
2014,Belgija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.4
2014,Belgija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,5.9
2014,Belgija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,7.3
2014,Belgija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,79.7
2014,Belgija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.6
2014,Belgija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,17.1
2014,Belgija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.3
2014,Belgija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,3.1
2014,Bolgarija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,3.5
2014,Bolgarija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,62.4
2014,Bolgarija,moški,Poskusna doba,Delež vseh zaposlenih,1.6
2014,Bolgarija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,28.8
2014,Bolgarija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,3.2
2014,Bolgarija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,68.8
2014,Bolgarija,ženske,Poskusna doba,Delež vseh zaposlenih,1.1
2014,Bolgarija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,23
2014,Češka,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,6.3
2014,Češka,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,86.5
2014,Češka,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.9
2014,Češka,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,12.7
