"AGE,""SEX"",""TIME"",""GEO"",""UNIT"",""INDIC_EM"",""Value"""
"From 15 to 24 years,""Males"",""2017"",""Czechia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""33.8"""
"From 15 to 24 years,""Males"",""2017"",""Denmark"",""Percentage of total population"",""Active population"",""59.6"""
"From 15 to 24 years,""Males"",""2017"",""Denmark"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""51.9"""
"From 15 to 24 years,""Males"",""2017"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Active population"",""51.3"""
"From 15 to 24 years,""Males"",""2017"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""47.4"""
"From 15 to 24 years,""Males"",""2017"",""Estonia"",""Percentage of total population"",""Active population"",""49.7"""
"From 15 to 24 years,""Males"",""2017"",""Estonia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""42.8"""
"From 15 to 24 years,""Males"",""2017"",""Ireland"",""Percentage of total population"",""Active population"",""47.8"""
"From 15 to 24 years,""Males"",""2017"",""Ireland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""40.2"""
"From 15 to 24 years,""Males"",""2017"",""Greece"",""Percentage of total population"",""Active population"",""26.2"""
"From 15 to 24 years,""Males"",""2017"",""Greece"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""15.9"""
"From 15 to 24 years,""Males"",""2017"",""Spain"",""Percentage of total population"",""Active population"",""35.1"""
"From 15 to 24 years,""Males"",""2017"",""Spain"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""21.2"""
"From 15 to 24 years,""Males"",""2017"",""France"",""Percentage of total population"",""Active population"",""40.3"""
"From 15 to 24 years,""Males"",""2017"",""France"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""31.0"""
"From 15 to 24 years,""Males"",""2017"",""Croatia"",""Percentage of total population"",""Active population"",""40.9"""
"From 15 to 24 years,""Males"",""2017"",""Croatia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""29.8"""
"From 15 to 24 years,""Males"",""2017"",""Italy"",""Percentage of total population"",""Active population"",""30.0"""
"From 15 to 24 years,""Males"",""2017"",""Italy"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""20.1"""
"From 15 to 24 years,""Males"",""2017"",""Cyprus"",""Percentage of total population"",""Active population"",""33.2"""
"From 15 to 24 years,""Males"",""2017"",""Cyprus"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""24.2"""
"From 15 to 24 years,""Males"",""2017"",""Latvia"",""Percentage of total population"",""Active population"",""42.8"""
"From 15 to 24 years,""Males"",""2017"",""Latvia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""35.0"""
"From 15 to 24 years,""Males"",""2017"",""Lithuania"",""Percentage of total population"",""Active population"",""37.8"""
"From 15 to 24 years,""Males"",""2017"",""Lithuania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""32.3"""
"From 15 to 24 years,""Males"",""2017"",""Luxembourg"",""Percentage of total population"",""Active population"",""32.6"""
"From 15 to 24 years,""Males"",""2017"",""Luxembourg"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""27.0"""
"From 15 to 24 years,""Males"",""2017"",""Hungary"",""Percentage of total population"",""Active population"",""36.5"""
"From 15 to 24 years,""Males"",""2017"",""Hungary"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""32.9"""
"From 15 to 24 years,""Males"",""2017"",""Malta"",""Percentage of total population"",""Active population"",""54.5"""
"From 15 to 24 years,""Males"",""2017"",""Malta"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""48.5"""
"From 15 to 24 years,""Males"",""2017"",""Netherlands"",""Percentage of total population"",""Active population"",""67.0"""
"From 15 to 24 years,""Males"",""2017"",""Netherlands"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""61.0"""
"From 15 to 24 years,""Males"",""2017"",""Austria"",""Percentage of total population"",""Active population"",""58.4"""
"From 15 to 24 years,""Males"",""2017"",""Austria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""52.1"""
"From 15 to 24 years,""Males"",""2017"",""Poland"",""Percentage of total population"",""Active population"",""39.7"""
"From 15 to 24 years,""Males"",""2017"",""Poland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""33.9"""
"From 15 to 24 years,""Males"",""2017"",""Portugal"",""Percentage of total population"",""Active population"",""35.6"""
"From 15 to 24 years,""Males"",""2017"",""Portugal"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""27.6"""
"From 15 to 24 years,""Males"",""2017"",""Romania"",""Percentage of total population"",""Active population"",""34.6"""
"From 15 to 24 years,""Males"",""2017"",""Romania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""28.4"""
"From 15 to 24 years,""Males"",""2017"",""Slovenia"",""Percentage of total population"",""Active population"",""42.9"""
"From 15 to 24 years,""Males"",""2017"",""Slovenia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""38.6"""
"From 15 to 24 years,""Males"",""2017"",""Slovakia"",""Percentage of total population"",""Active population"",""39.6"""
"From 15 to 24 years,""Males"",""2017"",""Slovakia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""32.4"""
"From 15 to 24 years,""Males"",""2017"",""Finland"",""Percentage of total population"",""Active population"",""52.3"""
"From 15 to 24 years,""Males"",""2017"",""Finland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""41.4"""
"From 15 to 24 years,""Males"",""2017"",""Sweden"",""Percentage of total population"",""Active population"",""54.1"""
"From 15 to 24 years,""Males"",""2017"",""Sweden"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""43.9"""
"From 15 to 24 years,""Males"",""2017"",""United Kingdom"",""Percentage of total population"",""Active population"",""58.2"""
"From 15 to 24 years,""Males"",""2017"",""United Kingdom"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""50.3"""
"From 15 to 24 years,""Males"",""2018"",""Belgium"",""Percentage of total population"",""Active population"",""31.4"""
"From 15 to 24 years,""Males"",""2018"",""Belgium"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""26.4"""
"From 15 to 24 years,""Males"",""2018"",""Bulgaria"",""Percentage of total population"",""Active population"",""27.8"""
"From 15 to 24 years,""Males"",""2018"",""Bulgaria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""24.2"""
"From 15 to 24 years,""Males"",""2018"",""Czechia"",""Percentage of total population"",""Active population"",""34.4"""
"From 15 to 24 years,""Males"",""2018"",""Czechia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""32.2"""
"From 15 to 24 years,""Males"",""2018"",""Denmark"",""Percentage of total population"",""Active population"",""59.4"""
"From 15 to 24 years,""Males"",""2018"",""Denmark"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""52.3"""
"From 15 to 24 years,""Males"",""2018"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Active population"",""52.5"""
"From 15 to 24 years,""Males"",""2018"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""48.8"""
"From 15 to 24 years,""Males"",""2018"",""Estonia"",""Percentage of total population"",""Active population"",""49.6"""
"From 15 to 24 years,""Males"",""2018"",""Estonia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""43.5"""
"From 15 to 24 years,""Males"",""2018"",""Ireland"",""Percentage of total population"",""Active population"",""48.4"""
"From 15 to 24 years,""Males"",""2018"",""Ireland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""41.2"""
"From 15 to 24 years,""Males"",""2018"",""Greece"",""Percentage of total population"",""Active population"",""25.1"""
"From 15 to 24 years,""Males"",""2018"",""Greece"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""15.9"""
"From 15 to 24 years,""Males"",""2018"",""Spain"",""Percentage of total population"",""Active population"",""35.1"""
"From 15 to 24 years,""Males"",""2018"",""Spain"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""22.7"""
"From 15 to 24 years,""Males"",""2018"",""France"",""Percentage of total population"",""Active population"",""41.1"""
"From 15 to 24 years,""Males"",""2018"",""France"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""32.2"""
"From 15 to 24 years,""Males"",""2018"",""Croatia"",""Percentage of total population"",""Active population"",""37.9"""
"From 15 to 24 years,""Males"",""2018"",""Croatia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""30.5"""
"From 15 to 24 years,""Males"",""2018"",""Italy"",""Percentage of total population"",""Active population"",""29.9"""
"From 15 to 24 years,""Males"",""2018"",""Italy"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""20.8"""
"From 15 to 24 years,""Males"",""2018"",""Cyprus"",""Percentage of total population"",""Active population"",""36.5"""
"From 15 to 24 years,""Males"",""2018"",""Cyprus"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""27.3"""
"From 15 to 24 years,""Males"",""2018"",""Latvia"",""Percentage of total population"",""Active population"",""40.5"""
"From 15 to 24 years,""Males"",""2018"",""Latvia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""35.5"""
"From 15 to 24 years,""Males"",""2018"",""Lithuania"",""Percentage of total population"",""Active population"",""38.8"""
"From 15 to 24 years,""Males"",""2018"",""Lithuania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""34.1"""
"From 15 to 24 years,""Males"",""2018"",""Luxembourg"",""Percentage of total population"",""Active population"",""33.9"""
"From 15 to 24 years,""Males"",""2018"",""Luxembourg"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""28.4"""
"From 15 to 24 years,""Males"",""2018"",""Hungary"",""Percentage of total population"",""Active population"",""37.1"""
